id,createTime,createDate,serviceFirstTime,serviceFirstDate,serviceLastTime,serviceLastDate,serviceUnitTime,x,y
587,1662713700,2022/9/9 16:55,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,-1286,-15421
588,1662714000,2022/9/9 17:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-13517,-6358
589,1662714000,2022/9/9 17:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,8406,-6752
590,1662714000,2022/9/9 17:00,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,9775,1355
591,1662714000,2022/9/9 17:00,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,60,4271,-3400
592,1662714300,2022/9/9 17:05,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,-19779,16080
593,1662714300,2022/9/9 17:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,16431,3012
594,1662714300,2022/9/9 17:05,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-5323,-23146
595,1662714300,2022/9/9 17:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,15652,-13083
596,1662714300,2022/9/9 17:05,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,4912,-18033
597,1662714600,2022/9/9 17:10,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,60,-3348,-2884
598,1662714600,2022/9/9 17:10,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,18712,5124
599,1662714600,2022/9/9 17:10,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,-7012,-16936
600,1662714900,2022/9/9 17:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,5078,-3111
601,1662714900,2022/9/9 17:15,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,17473,-13253
602,1662714900,2022/9/9 17:15,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,11008,-28895
603,1662714900,2022/9/9 17:15,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,758,-5986
604,1662714900,2022/9/9 17:15,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-17131,-8554
605,1662714900,2022/9/9 17:15,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,-9513,-3700
606,1662715200,2022/9/9 17:20,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,120,-8922,-3087
607,1662715200,2022/9/9 17:20,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,11803,518
608,1662715200,2022/9/9 17:20,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-12127,392
609,1662715500,2022/9/9 17:25,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-8625,-25678
610,1662715500,2022/9/9 17:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,611,-4676
611,1662715800,2022/9/9 17:30,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,12750,-9589
612,1662715800,2022/9/9 17:30,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-15572,-2972
613,1662715800,2022/9/9 17:30,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,20326,-16660
614,1662715800,2022/9/9 17:30,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,11432,-24912
615,1662715800,2022/9/9 17:30,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,7730,-9922
616,1662716100,2022/9/9 17:35,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-11922,-1496
617,1662716100,2022/9/9 17:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,10952,-28537
618,1662716100,2022/9/9 17:35,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-2339,-3231
619,1662716100,2022/9/9 17:35,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,120,-14292,1629
620,1662716100,2022/9/9 17:35,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,11326,-16362
621,1662716100,2022/9/9 17:35,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-977,-4986
622,1662716100,2022/9/9 17:35,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,-9730,-19508
623,1662716100,2022/9/9 17:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-23421,-3041
624,1662716100,2022/9/9 17:35,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,5385,-10823
625,1662716400,2022/9/9 17:40,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,181,-7511
626,1662716400,2022/9/9 17:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-839,-15210
627,1662716400,2022/9/9 17:40,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,15138,7775
628,1662716400,2022/9/9 17:40,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-1510,-2767
629,1662716400,2022/9/9 17:40,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,11513,225
630,1662716700,2022/9/9 17:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-20167,-6678
631,1662716700,2022/9/9 17:45,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,3056,-7459
632,1662716700,2022/9/9 17:45,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,90,4826,-35070
633,1662716700,2022/9/9 17:45,1662804000,2022/9/10 18:00,1662807600,2022/9/10 19:00,60,8436,-14976
634,1662717000,2022/9/9 17:50,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,5859,-3306
635,1662717000,2022/9/9 17:50,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,3186,-20031
636,1662717300,2022/9/9 17:55,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,6591,-8879
637,1662717300,2022/9/9 17:55,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,13954,-15376
638,1662717300,2022/9/9 17:55,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,90,-21217,-6752
639,1662717300,2022/9/9 17:55,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-5188,-17799
640,1662717300,2022/9/9 17:55,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-19769,-12380
641,1662717300,2022/9/9 17:55,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,1593,-15595
642,1662717600,2022/9/9 18:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-9223,9913
643,1662717600,2022/9/9 18:00,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,667,-6564
644,1662717600,2022/9/9 18:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-3861,-12215
645,1662717900,2022/9/9 18:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-20334,-6348
646,1662717900,2022/9/9 18:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,779,-518
647,1662717900,2022/9/9 18:05,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,-1261,-1306
648,1662717900,2022/9/9 18:05,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,9604,-9603
649,1662717900,2022/9/9 18:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,120,-10993,-5815
650,1662717900,2022/9/9 18:05,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,234,-3218
651,1662717900,2022/9/9 18:05,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-18098,-15781
652,1662717900,2022/9/9 18:05,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,-5429,-4385
653,1662718200,2022/9/9 18:10,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,11185,2582
654,1662718200,2022/9/9 18:10,1662807600,2022/9/10 19:00,1662811200,2022/9/10 20:00,60,-8805,-11457
655,1662718500,2022/9/9 18:15,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-3151,-1438
656,1662718500,2022/9/9 18:15,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,7854,-11340
657,1662718500,2022/9/9 18:15,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,4342,-1852
658,1662718500,2022/9/9 18:15,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,-5326,-487
659,1662718500,2022/9/9 18:15,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-302,-17721
660,1662718500,2022/9/9 18:15,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,60,2150,-5181
661,1662718800,2022/9/9 18:20,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-7043,-11432
662,1662718800,2022/9/9 18:20,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-4684,-19703
663,1662718800,2022/9/9 18:20,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-612,-18187
664,1662719100,2022/9/9 18:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,692,-8028
665,1662719100,2022/9/9 18:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,692,-8028
666,1662719100,2022/9/9 18:25,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,23441,-8383
667,1662719100,2022/9/9 18:25,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,22678,-26038
668,1662719100,2022/9/9 18:25,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,120,-5868,-5905
669,1662719100,2022/9/9 18:25,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,60,3607,-5706
670,1662719100,2022/9/9 18:25,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,838,-2941
671,1662719100,2022/9/9 18:25,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,14909,3579
672,1662719400,2022/9/9 18:30,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,-6598,-4923
673,1662719400,2022/9/9 18:30,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-2007,-3615
674,1662719400,2022/9/9 18:30,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,60,-13396,-7045
675,1662719400,2022/9/9 18:30,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,19069,-5988
676,1662719400,2022/9/9 18:30,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-6835,-25317
677,1662719700,2022/9/9 18:35,1662793200,2022/9/10 15:00,1662807600,2022/9/10 19:00,60,-7768,-26445
678,1662719700,2022/9/9 18:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-6809,-11965
679,1662719700,2022/9/9 18:35,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,12592,-27375
680,1662719700,2022/9/9 18:35,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-21462,-9996
681,1662720000,2022/9/9 18:40,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,60,822,-21610
682,1662720000,2022/9/9 18:40,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,11206,-27959
683,1662720000,2022/9/9 18:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-24206,-3838
684,1662720000,2022/9/9 18:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,1053,-33919
685,1662720000,2022/9/9 18:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,14117,-10980
686,1662720300,2022/9/9 18:45,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,7714,-5212
687,1662720300,2022/9/9 18:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,4135,-9555
688,1662720300,2022/9/9 18:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,6610,12250
689,1662720300,2022/9/9 18:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,8083,-13199
690,1662720600,2022/9/9 18:50,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,16514,6891
691,1662720600,2022/9/9 18:50,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,4004,-36911
692,1662720600,2022/9/9 18:50,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,2743,493
693,1662720600,2022/9/9 18:50,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,8919,-21772
694,1662720600,2022/9/9 18:50,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,-13517,-6358
695,1662720600,2022/9/9 18:50,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,-1546,-16061
696,1662720600,2022/9/9 18:50,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,8083,-13199
697,1662720600,2022/9/9 18:50,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-3964,-6940
698,1662720600,2022/9/9 18:50,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,8173,-10290
699,1662720900,2022/9/9 18:55,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,6011,-8263
700,1662720900,2022/9/9 18:55,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,-10068,-4091
701,1662720900,2022/9/9 18:55,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-12501,-976
702,1662720900,2022/9/9 18:55,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-6600,-3524
703,1662720900,2022/9/9 18:55,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,5019,1993
704,1662720900,2022/9/9 18:55,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-5195,-13046
705,1662721200,2022/9/9 19:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,3184,-39768
706,1662721200,2022/9/9 19:00,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,12344,-4507
707,1662721200,2022/9/9 19:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-9514,-448
708,1662721200,2022/9/9 19:00,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,8148,-8610
709,1662721200,2022/9/9 19:00,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,3971,-21964
710,1662721200,2022/9/9 19:00,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-18469,-13420
711,1662721500,2022/9/9 19:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,12730,13153
712,1662721500,2022/9/9 19:05,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-11863,-1678
713,1662721500,2022/9/9 19:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,90,4301,652
714,1662721500,2022/9/9 19:05,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,6395,-5860
715,1662721500,2022/9/9 19:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-1506,-16557
716,1662721500,2022/9/9 19:05,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-6739,-21697
717,1662721500,2022/9/9 19:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,9885,-1432
718,1662721500,2022/9/9 19:05,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,120,-5515,-4286
719,1662721800,2022/9/9 19:10,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,120,16346,-15464
720,1662721800,2022/9/9 19:10,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,-6690,-11467
721,1662721800,2022/9/9 19:10,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,3355,844
722,1662721800,2022/9/9 19:10,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,1820,-24585
723,1662722100,2022/9/9 19:15,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,15652,-13083
724,1662722100,2022/9/9 19:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,6793,-16001
725,1662722100,2022/9/9 19:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,21192,-9990
726,1662722100,2022/9/9 19:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-11161,-23187
727,1662722100,2022/9/9 19:15,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-302,-17721
728,1662722400,2022/9/9 19:20,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,11931,-24522
729,1662722400,2022/9/9 19:20,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,9250,-25303
730,1662722400,2022/9/9 19:20,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-3509,-10563
731,1662722400,2022/9/9 19:20,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-13518,886
732,1662722400,2022/9/9 19:20,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,15285,-10067
733,1662722400,2022/9/9 19:20,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,120,-8922,-3087
734,1662722400,2022/9/9 19:20,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-6607,-20044
735,1662722700,2022/9/9 19:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,13174,8709
736,1662722700,2022/9/9 19:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-9070,-25355
737,1662722700,2022/9/9 19:25,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,-4254,-11975
738,1662722700,2022/9/9 19:25,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,60,-24250,-12684
739,1662722700,2022/9/9 19:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,5910,-11404
740,1662722700,2022/9/9 19:25,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,-5664,-25453
741,1662722700,2022/9/9 19:25,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,12559,723
742,1662723000,2022/9/9 19:30,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-23722,-7737
743,1662723000,2022/9/9 19:30,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,15534,9545
744,1662723000,2022/9/9 19:30,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-2614,-1734
745,1662723000,2022/9/9 19:30,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,90,7818,-15662
746,1662723000,2022/9/9 19:30,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-8085,-15291
747,1662723000,2022/9/9 19:30,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,7499,-8080
748,1662723300,2022/9/9 19:35,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,5699,-6038
749,1662723300,2022/9/9 19:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-149,-8598
750,1662723300,2022/9/9 19:35,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,120,-14413,-8528
751,1662723300,2022/9/9 19:35,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,120,5271,-21223
752,1662723300,2022/9/9 19:35,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,3494,-14285
753,1662723300,2022/9/9 19:35,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,5939,-19110
754,1662723300,2022/9/9 19:35,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,2418,-18583
755,1662723600,2022/9/9 19:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-3021,-4985
756,1662723600,2022/9/9 19:40,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-10781,-9150
757,1662723600,2022/9/9 19:40,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,15138,7775
758,1662723600,2022/9/9 19:40,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,90,11124,3673
759,1662723600,2022/9/9 19:40,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,-1298,-20274
760,1662723600,2022/9/9 19:40,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,9885,-1432
761,1662723600,2022/9/9 19:40,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,-5186,18787
762,1662723900,2022/9/9 19:45,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,60,-9088,-1002
763,1662723900,2022/9/9 19:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-2339,-1564
764,1662723900,2022/9/9 19:45,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,60,-19620,-7761
765,1662723900,2022/9/9 19:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,8406,-6752
766,1662723900,2022/9/9 19:45,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,9879,2016
767,1662723900,2022/9/9 19:45,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,4271,-3400
768,1662723900,2022/9/9 19:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,6373,-5908
769,1662723900,2022/9/9 19:45,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-16080,2922
770,1662723900,2022/9/9 19:45,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,14425,8059
771,1662724200,2022/9/9 19:50,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,60,-1221,-1957
772,1662724200,2022/9/9 19:50,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,11440,6750
773,1662724200,2022/9/9 19:50,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,-1263,-1946
774,1662724200,2022/9/9 19:50,1662804000,2022/9/10 18:00,1662807600,2022/9/10 19:00,90,-4382,-19778
775,1662724200,2022/9/9 19:50,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,-18739,-13951
776,1662724200,2022/9/9 19:50,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,60,2579,-3156
777,1662724200,2022/9/9 19:50,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,90,23895,-9719
778,1662724500,2022/9/9 19:55,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,2743,493
779,1662724500,2022/9/9 19:55,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,4551,-35088
780,1662724500,2022/9/9 19:55,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,120,-1757,-5157
781,1662724500,2022/9/9 19:55,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,90,19457,-7153
782,1662724500,2022/9/9 19:55,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-146,-20100
783,1662724500,2022/9/9 19:55,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,-16203,-3483
784,1662724500,2022/9/9 19:55,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,-5045,5555
785,1662724500,2022/9/9 19:55,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,90,14825,-15448
786,1662724500,2022/9/9 19:55,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,90,-13019,-27774
787,1662724500,2022/9/9 19:55,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-13526,-8593
788,1662724500,2022/9/9 19:55,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,120,4835,-6584
789,1662724500,2022/9/9 19:55,1662800400,2022/9/10 17:00,1662804000,2022/9/10 18:00,60,6250,-16295
790,1662724800,2022/9/9 20:00,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,90,-2487,5702
791,1662724800,2022/9/9 20:00,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,120,12031,-1529
792,1662724800,2022/9/9 20:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,120,5693,-26957
793,1662724800,2022/9/9 20:00,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,10245,-10088
794,1662724800,2022/9/9 20:00,1662778800,2022/9/10 11:00,1662782400,2022/9/10 12:00,90,-18480,-2513
795,1662725100,2022/9/9 20:05,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,4270,-6375
796,1662725100,2022/9/9 20:05,1662786000,2022/9/10 13:00,1662789600,2022/9/10 14:00,120,-15475,-12546
797,1662725100,2022/9/9 20:05,1662804000,2022/9/10 18:00,1662807600,2022/9/10 19:00,90,3937,-22363
798,1662725100,2022/9/9 20:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,13017,3576
799,1662725100,2022/9/9 20:05,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,60,-4384,5965
800,1662725100,2022/9/9 20:05,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,-8955,-2571
801,1662725100,2022/9/9 20:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,7632,-18603
802,1662725100,2022/9/9 20:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-1794,-5773
803,1662725100,2022/9/9 20:05,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,11931,-12212
804,1662725100,2022/9/9 20:05,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,120,10525,-25564
805,1662725100,2022/9/9 20:05,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,90,-14365,-14029
806,1662725400,2022/9/9 20:10,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-3672,-9893
807,1662725400,2022/9/9 20:10,1662789600,2022/9/10 14:00,1662793200,2022/9/10 15:00,60,-7995,-3962
808,1662725400,2022/9/9 20:10,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-4944,-12485
809,1662725400,2022/9/9 20:10,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-4560,4379
810,1662725400,2022/9/9 20:10,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,60,8406,-6752
811,1662725400,2022/9/9 20:10,1662782400,2022/9/10 12:00,1662793200,2022/9/10 15:00,60,7315,-10728
812,1662725400,2022/9/9 20:10,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,90,9762,-10051
813,1662725400,2022/9/9 20:10,1662768000,2022/9/10 8:00,1662771600,2022/9/10 9:00,60,-9161,-3558
814,1662725700,2022/9/9 20:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,-3518,-7128
815,1662725700,2022/9/9 20:15,1662768000,2022/9/10 8:00,1662782400,2022/9/10 12:00,60,8368,-15478
816,1662725700,2022/9/9 20:15,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,120,-9630,-162
817,1662725700,2022/9/9 20:15,1662793200,2022/9/10 15:00,1662796800,2022/9/10 16:00,90,9693,1230
818,1662725700,2022/9/9 20:15,1662775200,2022/9/10 10:00,1662778800,2022/9/10 11:00,60,-16694,-30952
819,1662725700,2022/9/9 20:15,1662796800,2022/9/10 16:00,1662800400,2022/9/10 17:00,60,562,-19602
820,1662725700,2022/9/9 20:15,1662782400,2022/9/10 12:00,1662786000,2022/9/10 13:00,60,-3881,-14031
821,1662725700,2022/9/9 20:15,1662771600,2022/9/10 9:00,1662775200,2022/9/10 10:00,60,2152,-16683
